team1_strength,team2_strength,team1_recent_form,team2_recent_form,team1_home,toss_win,batting_first,avg_team1_score,avg_team2_score,team1_win_pct,team2_win_pct,pitch_type,venue_city,weather,pressure_match,team1_win
86,82,3,3,1,0,0,172,184,54.38623375318685,41.74713348132035,Bowling,Pune,Clear,0,1
87,89,2,1,1,1,1,170,148,64.35140793162502,44.68531991322962,Bowling,Mumbai,Clear,0,1
75,67,2,4,1,0,1,189,154,62.76736746661089,43.159376772694266,Batting,Pune,Clear,0,1
74,81,3,0,0,1,0,181,178,47.97398265786018,60.502483968811276,Bowling,Mumbai,Clear,1,1
62,95,2,3,1,0,0,165,172,44.532731428161576,58.1803022124143,Batting,Mumbai,Humid,0,0
96,64,4,1,1,1,0,160,140,61.02113728562105,50.78005598161779,Batting,Pune,Clear,0,1
66,72,0,0,1,1,0,175,144,47.72968530421584,41.72270438206735,Bowling,Delhi,Clear,1,0
80,88,0,2,1,0,1,140,195,67.68027485572723,59.18985952139623,Batting,Pune,Clear,0,0
68,90,0,1,0,0,0,143,148,43.87743081967678,57.1036145534517,Batting,Delhi,Clear,0,0
98,75,2,0,0,0,1,143,183,49.54945600404329,43.38709633181847,Bowling,Mumbai,Clear,0,1
77,89,2,4,1,1,0,165,145,41.64361740774741,67.26729113421142,Batting,Delhi,Humid,0,0
63,75,1,2,0,1,1,143,167,61.099159205901344,45.96849129015972,Bowling,Pune,Humid,0,0
84,71,1,4,1,1,0,188,184,66.73787946746195,62.305274564315695,Batting,Delhi,Humid,0,1
73,76,0,0,1,0,0,148,165,59.07623581993021,66.55227587628845,Batting,Mumbai,Humid,1,1
68,75,4,4,1,0,1,169,167,68.1325904653445,57.384249720811255,Bowling,Mumbai,Clear,0,0
85,71,1,0,0,1,0,190,179,43.85511935503629,47.40546715894754,Bowling,Delhi,Humid,1,1
61,67,1,0,1,0,0,184,154,42.632017817880964,49.277455528754246,Bowling,Mumbai,Humid,1,1
79,79,2,4,0,1,0,143,145,65.15238193502113,66.57242601156497,Batting,Mumbai,Clear,1,0
87,62,4,0,0,0,0,144,166,65.66533526159523,48.947714691294536,Bowling,Delhi,Humid,1,1
66,75,0,1,1,0,0,184,177,64.93118581321384,62.385714499519125,Batting,Mumbai,Humid,0,0
67,89,1,0,0,1,1,162,143,63.96894707601237,69.70495636766216,Bowling,Delhi,Clear,0,0
94,82,4,3,0,0,0,155,150,50.866850918159805,69.99450158088034,Batting,Delhi,Clear,0,1
73,87,4,0,1,0,1,161,160,46.52386250774163,56.00439244807994,Bowling,Mumbai,Humid,0,1
76,99,0,3,0,0,0,176,169,67.8641205999337,64.79667390358293,Batting,Delhi,Clear,1,0
95,64,4,0,0,0,0,147,157,49.21000548545002,69.70749603763599,Bowling,Mumbai,Humid,1,1
99,79,4,0,1,0,1,187,174,51.952230464920966,51.24018669525947,Batting,Mumbai,Clear,1,1
63,99,4,4,1,1,1,172,142,60.986768783548996,47.572287552109174,Batting,Mumbai,Humid,0,0
61,60,1,1,0,0,1,194,151,48.80068239981963,43.4270006752655,Batting,Pune,Humid,1,1
65,89,0,1,1,1,1,199,166,64.57390664683004,44.22698914219379,Batting,Mumbai,Humid,0,0
63,80,4,2,1,0,1,177,192,42.10103870895344,65.6066909086199,Bowling,Delhi,Clear,1,0
88,79,4,4,0,0,0,182,169,63.73548002166804,57.66169270921222,Batting,Delhi,Clear,0,1
77,65,1,4,0,1,1,155,160,58.055539678534124,66.21127526177457,Bowling,Delhi,Humid,1,0
85,81,0,1,1,1,1,144,177,57.189809323407786,63.68365267096505,Batting,Pune,Clear,1,1
93,77,2,4,0,0,0,155,160,53.751311174159824,60.21233890144053,Bowling,Pune,Clear,0,1
69,67,1,1,1,0,0,146,199,48.31136788850267,58.279365757205824,Batting,Delhi,Humid,1,1
95,98,0,4,1,1,1,190,177,53.9221085629371,41.45016712534279,Batting,Delhi,Clear,1,0
73,91,4,0,0,1,1,140,179,53.50085536056062,66.16825588009577,Bowling,Pune,Clear,0,1
90,92,0,1,0,1,1,148,154,57.5126256634921,52.53526185039143,Bowling,Delhi,Humid,1,0
74,75,0,1,1,1,0,157,157,48.4472285756659,56.793605712141755,Batting,Mumbai,Humid,1,0
67,71,0,3,1,0,1,184,191,42.32786745928447,40.65860505631062,Bowling,Mumbai,Clear,1,0
73,97,2,4,1,0,0,197,168,44.35268339917415,68.0822050558836,Bowling,Delhi,Clear,1,0
82,93,0,4,1,0,0,186,187,60.97532294384719,67.08221383276005,Bowling,Mumbai,Clear,0,0
99,73,2,1,0,0,0,142,177,40.67476988906621,56.29834089754317,Batting,Delhi,Humid,0,1
80,95,4,0,1,0,0,163,199,65.6932913393629,57.319348995050724,Bowling,Pune,Clear,1,1
75,92,2,0,0,1,1,167,160,60.8319198243974,61.15051637210466,Batting,Delhi,Clear,0,0
77,82,4,0,0,1,0,149,156,63.042596239231486,47.940846893084505,Bowling,Pune,Clear,1,1
83,61,4,4,1,1,0,148,180,65.07953347280424,46.65746868139908,Bowling,Mumbai,Clear,0,1
85,80,2,3,0,0,1,152,190,43.681313317905435,60.22068839804898,Batting,Mumbai,Clear,1,0
84,61,1,1,0,1,0,187,157,64.67353272910199,43.132673384767244,Bowling,Mumbai,Clear,1,1
88,86,3,2,1,0,1,174,196,55.139273129771695,53.62186014170142,Bowling,Delhi,Humid,0,1
74,68,0,3,0,0,0,193,194,66.56571516259591,54.7828127199727,Bowling,Pune,Humid,1,0
60,60,3,2,0,0,1,162,176,66.5975980318103,51.44010930745504,Bowling,Pune,Humid,1,1
84,70,0,3,1,1,0,186,199,40.725341312625105,45.55804527093204,Bowling,Mumbai,Clear,1,1
66,62,0,0,1,0,0,156,177,51.48595646450617,50.659487929760644,Bowling,Mumbai,Clear,1,1
68,82,4,4,1,0,1,185,151,55.7919638759582,50.1267176068135,Bowling,Pune,Humid,0,0
83,85,0,2,1,1,0,146,150,60.350802693487054,54.97797023946251,Batting,Delhi,Humid,0,0
60,63,0,3,1,0,0,191,187,48.58558740052402,60.24042524735558,Batting,Mumbai,Humid,0,0
67,77,2,4,1,1,1,155,191,47.564267819939566,69.04705370578512,Batting,Delhi,Humid,0,0
83,65,3,2,1,0,0,192,188,51.437971572671415,44.324897805229845,Batting,Mumbai,Humid,1,1
70,94,2,1,0,1,0,179,159,55.02816075249683,66.19051329823246,Batting,Mumbai,Clear,1,0
76,81,0,3,0,0,1,175,148,68.5343869421624,48.52534001170787,Bowling,Delhi,Clear,1,0
67,74,4,1,1,0,1,159,140,62.86325400092312,57.741183100042164,Batting,Delhi,Clear,1,1
94,81,2,0,0,1,1,163,197,52.87963500813116,56.40210843951604,Batting,Delhi,Clear,0,1
94,96,2,1,0,0,1,186,142,41.63098535320551,56.70845255884789,Bowling,Delhi,Clear,0,1
92,71,1,1,1,1,1,144,160,45.05561776431278,61.70075835156439,Batting,Pune,Humid,0,1
64,97,0,3,0,0,0,184,162,53.67773272958251,51.45064917246988,Bowling,Pune,Humid,1,0
98,77,4,0,1,1,1,145,148,64.41477700296113,49.57299889710567,Bowling,Mumbai,Clear,1,1
87,94,2,1,0,0,0,167,193,51.420866070320315,65.58503719556433,Batting,Mumbai,Humid,1,0
66,89,2,4,1,0,1,198,158,56.15489952235179,46.60285120822811,Batting,Mumbai,Clear,1,0
68,83,4,2,0,0,0,144,184,66.75414658255306,45.40738111933429,Bowling,Pune,Clear,0,0
67,89,0,1,0,1,0,188,194,67.41388778279887,40.46822309965783,Bowling,Delhi,Humid,0,0
71,73,1,0,0,1,1,178,185,46.47324989328068,46.3173334608756,Batting,Mumbai,Clear,0,1
93,65,2,1,1,1,0,177,191,41.307847653777834,55.555942999501255,Bowling,Pune,Clear,1,1
92,62,1,2,0,1,0,141,158,49.16231592914545,56.155266190423404,Batting,Mumbai,Clear,0,1
82,75,3,0,0,1,1,182,162,60.874069444773404,47.63261473586603,Batting,Pune,Humid,1,1
83,66,0,3,1,0,1,178,166,68.53336602928799,42.168225101236,Batting,Delhi,Humid,0,1
96,73,3,0,1,0,1,193,166,42.31095999952342,62.33922389035619,Batting,Pune,Clear,0,1
94,68,3,3,0,0,1,160,178,40.854514316478145,62.73926045686899,Bowling,Delhi,Clear,1,1
99,74,3,0,0,0,0,179,175,66.52441638957166,69.93509188874685,Bowling,Mumbai,Humid,1,1
81,80,0,2,0,0,0,176,151,62.444358073094236,67.00088711604153,Batting,Delhi,Humid,1,0
86,94,0,2,0,1,0,198,194,69.76745737466726,67.78186193552928,Batting,Pune,Humid,0,0
94,61,4,0,1,0,0,157,166,51.903786443969594,63.94611477231825,Bowling,Mumbai,Humid,0,1
60,86,1,1,0,1,0,193,185,52.48152715410308,58.465085601474975,Bowling,Mumbai,Clear,0,0
94,61,1,2,0,0,0,187,173,45.16935511892349,43.85637872813531,Bowling,Pune,Clear,0,1
96,94,4,3,1,1,1,185,172,43.475414577920155,58.66939892367633,Bowling,Delhi,Clear,1,1
73,77,4,3,0,1,0,151,167,57.36154031770714,41.6786758124388,Bowling,Pune,Humid,0,1
62,73,3,4,0,1,0,156,170,50.928550038844975,66.55897333813577,Batting,Delhi,Humid,1,0
60,79,4,3,0,0,0,176,171,42.40949343835735,54.45464006242592,Batting,Delhi,Clear,0,0
64,77,2,4,1,0,1,185,189,66.6096120856996,60.92418495927401,Batting,Mumbai,Humid,1,0
85,69,1,0,1,0,1,177,159,45.95069404747999,41.56730991087892,Batting,Delhi,Clear,1,1
73,84,4,0,0,0,1,154,179,62.45753041010599,56.02745268768476,Bowling,Mumbai,Humid,0,1
98,61,2,0,0,1,1,146,174,48.466857883543334,49.03790193560088,Bowling,Pune,Clear,0,1
86,84,2,1,1,1,0,153,170,64.38714492258397,48.54904797211737,Batting,Pune,Clear,1,1
68,92,2,1,0,1,0,189,197,43.55190524282962,51.689677441095476,Batting,Mumbai,Clear,0,0
74,95,2,4,0,1,0,140,170,62.68214830665285,40.01918382581605,Bowling,Mumbai,Clear,1,0
74,90,3,3,1,0,1,177,177,42.94356621701537,53.9998264516052,Batting,Delhi,Humid,0,0
85,73,2,3,1,1,0,142,161,53.4074736357083,54.59700050823815,Batting,Mumbai,Clear,0,1
72,60,3,0,1,0,0,176,184,62.020130517988136,65.89392747517192,Bowling,Pune,Clear,0,1
91,75,3,2,0,1,0,183,180,45.19655143560702,53.45576823647447,Bowling,Mumbai,Clear,0,1
98,62,2,1,0,1,1,170,148,48.56994966540169,50.90668881603018,Bowling,Mumbai,Clear,0,1
91,94,1,1,0,1,1,182,191,65.94300976276593,69.8424115408739,Batting,Mumbai,Humid,1,0
63,65,2,0,0,0,1,152,148,66.55357962722938,57.136399738074886,Bowling,Delhi,Clear,0,1
89,84,2,1,1,0,0,187,154,41.34806357358179,54.17839625902418,Bowling,Mumbai,Clear,1,1
96,72,2,0,0,1,0,157,152,45.04271756058926,54.878075036451385,Batting,Delhi,Humid,1,1
82,93,1,4,0,1,0,156,161,43.52415820818577,64.27543892526415,Bowling,Delhi,Clear,1,0
98,67,0,3,1,1,0,156,155,45.39079283953909,50.220291069104825,Batting,Mumbai,Clear,0,1
74,80,0,2,1,0,1,150,171,69.10563172918818,51.67481388057837,Batting,Delhi,Clear,1,0
88,93,3,3,0,0,0,159,141,56.54965746371369,62.67620078012396,Batting,Mumbai,Clear,1,0
95,63,3,3,1,0,1,149,165,54.0433717136478,42.18951218841308,Batting,Pune,Humid,1,1
72,84,1,4,1,1,0,168,153,69.53402119277848,65.95507474429776,Bowling,Pune,Humid,1,0
91,74,4,1,0,0,1,187,198,56.70868389582206,52.9060808940391,Batting,Delhi,Humid,1,1
66,63,0,2,0,1,0,173,177,59.833537820365734,57.43878926516945,Bowling,Pune,Humid,1,0
81,71,3,1,0,0,0,156,173,49.983116381475405,62.724284777795056,Bowling,Mumbai,Humid,0,1
87,91,0,3,0,1,1,193,147,51.463445935285556,47.98155767318035,Bowling,Delhi,Humid,1,0
61,91,1,0,1,1,1,191,175,57.832281514272196,66.70942624961953,Bowling,Mumbai,Clear,1,0
65,87,1,3,1,0,0,181,160,42.09357352001394,69.37674916769832,Bowling,Delhi,Clear,0,0
87,72,4,1,0,1,0,152,195,47.676486581343255,54.828230842183736,Batting,Delhi,Clear,1,1
87,90,4,3,0,1,0,183,185,45.90435248380921,68.10812095098021,Bowling,Delhi,Clear,0,1
79,73,1,0,1,1,1,186,182,40.47680179420011,40.03385867580948,Batting,Delhi,Humid,0,1
89,79,3,4,0,0,0,178,195,56.10703811561265,66.82713488906585,Batting,Pune,Clear,1,1
70,77,0,1,0,1,1,166,167,56.83158518571637,49.331359592539165,Batting,Pune,Clear,1,0
87,88,2,3,0,0,0,193,185,51.518176691117766,49.34486274182806,Bowling,Pune,Humid,0,0
84,65,4,1,0,0,0,192,183,48.061824083943726,46.84266594309818,Bowling,Delhi,Clear,0,1
98,91,2,4,1,1,0,165,187,59.561796279838745,49.51041703452706,Bowling,Pune,Clear,0,1
92,88,3,3,0,0,0,167,145,44.039774841533706,46.40453751095905,Bowling,Delhi,Humid,0,1
60,61,4,3,1,1,1,152,159,55.558450949060024,67.17607318929916,Batting,Pune,Clear,1,1
86,82,2,1,0,0,1,151,170,63.042219574318594,66.97071181640099,Bowling,Delhi,Clear,0,1
72,78,3,1,0,1,0,183,172,44.92893951857417,43.066339447618674,Bowling,Pune,Humid,0,1
62,90,0,0,1,0,0,167,183,62.597786157874566,44.28575286599477,Batting,Pune,Clear,0,0
98,64,3,4,0,1,0,141,146,62.82383527460194,65.86055917031999,Batting,Pune,Clear,1,1
65,78,4,0,1,1,1,176,147,41.79779944691365,51.96813312618238,Batting,Delhi,Clear,0,1
67,93,1,3,0,1,0,196,148,40.563529782615454,45.07815032017835,Batting,Delhi,Clear,0,0
86,69,0,1,0,1,1,196,141,69.21806217964584,55.32008207309701,Batting,Pune,Clear,1,1
68,84,2,3,0,0,1,173,156,45.80147978496475,52.50004149760285,Batting,Delhi,Humid,1,0
96,61,4,3,0,0,1,162,191,64.6641762730031,46.574846612138955,Batting,Mumbai,Clear,0,1
92,70,1,2,0,1,1,197,184,56.855519591358956,61.62256654832903,Bowling,Pune,Clear,0,1
83,90,3,2,1,0,0,191,176,47.934164726109906,58.93867936998193,Bowling,Pune,Clear,0,1
74,74,1,3,1,1,0,184,181,43.89911309856438,42.989848406663214,Batting,Mumbai,Humid,1,0
91,68,4,1,0,1,1,168,183,54.90031820733182,67.76160142976028,Batting,Delhi,Humid,1,1
91,82,4,3,0,0,0,174,156,52.220644348883496,56.754098971902074,Bowling,Delhi,Humid,0,1
83,78,1,2,1,0,0,150,192,60.96658255351204,47.506134611906255,Batting,Delhi,Clear,0,1
71,68,3,1,1,1,0,187,177,67.1250564864318,46.188754452170905,Batting,Pune,Clear,0,1
98,94,1,3,0,0,1,172,174,64.15744260890315,44.07843944116605,Batting,Pune,Clear,1,0
61,80,4,4,0,1,0,190,199,48.233561506144355,52.73912219171052,Batting,Pune,Clear,0,0
62,68,4,4,1,0,0,150,186,66.36799655356917,44.0662303927251,Batting,Pune,Clear,0,0
96,87,2,3,0,0,0,148,178,65.00173942313812,52.474492377856784,Bowling,Pune,Humid,1,1
76,66,2,1,1,0,0,153,169,67.87408701165305,44.46311284702353,Batting,Delhi,Clear,0,1
61,75,0,3,0,0,0,148,145,53.75982463113963,59.704225645716676,Batting,Mumbai,Clear,1,0
61,75,4,3,1,0,0,178,143,63.057255172281955,63.55726065059075,Batting,Delhi,Humid,1,0
87,92,2,2,1,1,0,187,190,57.749741965710115,56.48568242568276,Bowling,Delhi,Humid,0,0
82,63,1,4,0,0,0,142,176,49.3150825764845,60.40170624564692,Bowling,Pune,Humid,1,1
96,63,3,2,1,0,0,168,174,69.8329300762829,68.15136211252182,Batting,Mumbai,Humid,1,1
91,98,1,2,0,1,0,158,197,41.14922400518984,59.15114588711823,Batting,Mumbai,Humid,0,0
92,99,3,3,0,1,1,175,196,44.86817717677224,50.92474594551648,Batting,Delhi,Clear,1,0
60,76,2,2,0,1,0,171,148,66.77627087595684,53.484404760247465,Batting,Mumbai,Clear,1,0
78,96,0,4,0,0,1,146,145,41.816885302379006,65.81575678216112,Bowling,Delhi,Clear,0,0
61,98,1,2,1,0,0,194,152,66.60462002030565,43.921609568502895,Bowling,Delhi,Clear,0,0
85,88,1,4,0,1,1,167,198,61.45664428174602,49.772110673512984,Batting,Delhi,Clear,0,0
91,95,1,2,0,1,1,183,161,41.10052016183627,57.318402069114526,Batting,Delhi,Humid,0,0
65,97,3,4,0,1,0,157,167,52.8796012856253,60.291687082253034,Bowling,Pune,Clear,0,0
91,98,2,2,0,1,1,199,169,62.63414425006711,62.90497226295116,Bowling,Mumbai,Clear,1,0
63,96,1,2,1,0,1,144,191,57.49300853892399,49.54620387988261,Batting,Pune,Humid,1,0
70,94,1,1,0,0,1,162,175,68.07613875893374,44.375774020274505,Batting,Pune,Humid,1,0
76,66,0,4,1,0,0,194,141,66.02932098736,68.64517629029679,Batting,Pune,Clear,1,0
97,86,0,4,1,0,1,161,197,49.97942906002438,42.291766513961186,Bowling,Delhi,Clear,1,0
83,87,2,4,1,0,1,165,175,42.53881586560271,42.87416067360656,Bowling,Delhi,Humid,0,0
64,81,2,0,0,1,0,181,147,68.32771118936954,54.84827625705907,Bowling,Pune,Clear,0,0
93,73,4,2,0,0,1,151,184,55.5186030330378,64.57813084430795,Bowling,Pune,Humid,0,1
65,66,0,4,0,1,1,179,181,42.231928731158455,63.235123190659806,Batting,Mumbai,Clear,0,0
81,96,4,0,0,1,1,158,189,64.49726840077838,68.13097798582275,Bowling,Pune,Humid,1,1
70,81,3,1,1,1,0,186,148,66.05519412056174,44.24807726838965,Bowling,Delhi,Humid,0,1
75,64,4,4,1,0,1,140,140,59.182739205297125,51.271817711873084,Bowling,Pune,Humid,0,1
92,61,1,4,0,1,0,142,152,53.425268970590196,48.464263861651304,Batting,Mumbai,Clear,1,1
68,86,4,0,0,0,1,166,189,59.86519036970718,65.82610370664015,Bowling,Mumbai,Humid,1,1
65,80,2,2,0,1,1,157,154,61.20051087115371,54.65063860843601,Bowling,Pune,Humid,0,0
75,97,3,1,0,0,1,189,171,66.79089874257903,40.80543803246999,Bowling,Mumbai,Clear,1,0
88,74,1,4,0,1,1,169,173,68.67585041124214,61.2389322051519,Batting,Mumbai,Clear,1,0
62,80,4,2,0,0,0,141,182,55.42962797172734,51.66094293479808,Bowling,Delhi,Clear,0,0
79,69,3,1,0,1,1,144,170,63.95483600579688,55.93440290113037,Batting,Mumbai,Humid,1,1
95,82,3,3,1,1,0,168,153,68.93528667974965,66.81362281029993,Batting,Mumbai,Humid,0,1
78,98,1,3,1,1,1,172,193,44.53730014440898,47.70213323898435,Bowling,Pune,Humid,1,0
85,64,4,1,1,1,0,181,186,40.548039448290304,47.20794026836531,Batting,Delhi,Clear,1,1
62,60,3,0,1,0,1,159,153,66.06891318544882,47.89577512540268,Bowling,Mumbai,Clear,1,1
78,72,3,1,0,0,1,169,187,45.85819999741482,50.14323973779108,Batting,Pune,Humid,1,1
79,80,0,1,0,0,0,181,194,41.274362998954025,43.22061923938299,Batting,Pune,Clear,0,0
91,85,3,0,0,1,0,144,168,44.80288412972334,60.916589824257684,Bowling,Pune,Clear,1,1
66,80,0,0,0,1,0,189,186,51.52344733731308,46.2219615348741,Bowling,Pune,Humid,0,0
92,77,4,2,0,1,0,160,158,46.5779710477774,67.78437241811757,Batting,Pune,Humid,0,1
99,96,4,2,1,1,1,197,166,49.15760887301329,46.47058941729612,Batting,Pune,Clear,1,1
98,91,4,0,0,1,0,154,148,69.25882154290139,47.669260879263256,Batting,Mumbai,Humid,1,1
77,95,2,3,1,1,0,159,176,61.13216632487725,48.91060686432449,Batting,Delhi,Clear,0,0
99,76,4,3,0,0,0,147,176,61.365751847596115,63.05614291034248,Bowling,Delhi,Clear,1,1
60,94,3,1,1,0,1,188,182,42.84056124183768,52.82819462326089,Batting,Pune,Humid,1,0
70,70,1,4,0,0,1,170,167,61.96295109468075,64.58003872091857,Batting,Pune,Humid,0,0
87,80,0,1,1,0,1,151,191,62.180329988659146,63.545611370673655,Bowling,Delhi,Clear,1,1
84,85,2,1,0,0,1,160,196,59.79235055219897,67.88471268302399,Batting,Mumbai,Clear,0,1
82,63,4,4,0,0,0,169,163,46.85308887993625,62.69812465312164,Bowling,Pune,Humid,1,1
90,93,4,0,0,0,1,166,167,52.69108537246555,41.55733509007189,Bowling,Delhi,Clear,1,1
89,77,1,3,0,0,0,183,175,65.38829364008876,65.11843821097175,Bowling,Delhi,Clear,1,1
94,99,1,1,1,1,1,165,191,60.10604888021879,68.14217790116234,Batting,Pune,Clear,1,0
66,94,2,4,0,1,0,172,157,61.983065049997066,69.81067577649007,Bowling,Delhi,Clear,1,0
75,88,0,2,1,1,0,165,164,57.62123200377427,43.758027823973954,Bowling,Mumbai,Clear,1,0
85,88,4,1,0,1,0,165,174,53.48759797335335,58.39819807979604,Bowling,Delhi,Humid,0,1
61,97,2,3,1,1,0,175,143,62.77156030201324,45.98375997652478,Batting,Pune,Clear,0,0
60,80,3,0,0,1,0,179,153,42.037774430989145,47.87528922737797,Batting,Pune,Clear,1,0
71,72,3,1,0,1,1,140,178,60.19482198340792,62.36753014668574,Batting,Delhi,Humid,1,1
64,76,2,1,1,0,0,198,165,69.91613523552037,69.33003153097181,Batting,Delhi,Humid,0,0
96,68,4,4,0,0,0,154,147,63.40575788404095,57.84566504389069,Bowling,Pune,Humid,0,1
91,60,2,2,0,1,0,189,163,48.71690534732366,65.51753409466741,Bowling,Mumbai,Clear,0,1
68,61,4,2,1,0,0,140,155,48.334584841161416,40.26651411486484,Bowling,Delhi,Clear,1,1
94,88,1,0,0,0,1,150,159,60.01655831780377,41.09894919548858,Batting,Mumbai,Humid,1,1
78,92,2,3,1,0,1,194,154,66.87562771025591,57.901730119775905,Bowling,Mumbai,Humid,1,0
75,69,4,0,0,0,0,141,146,57.33849222543529,51.66949304801317,Batting,Pune,Humid,0,1
62,99,2,1,1,0,0,140,197,55.82206861510175,66.69273444919462,Batting,Pune,Humid,0,0
79,80,2,1,1,1,0,170,156,44.81152401531014,49.059457392572014,Batting,Pune,Humid,1,1
83,87,4,2,1,0,0,183,161,61.463708660794495,52.96153082512142,Bowling,Mumbai,Clear,0,1
92,70,4,3,1,1,1,155,161,61.06895858913673,55.837275934947044,Bowling,Pune,Humid,1,1
83,93,0,4,0,1,1,193,193,69.00854177001543,48.191164986587424,Batting,Pune,Clear,1,0
70,67,2,3,0,1,0,161,151,49.005765529169935,67.25484602359883,Bowling,Mumbai,Clear,0,0
67,81,3,1,1,0,0,181,157,62.69336429102596,53.93600753974292,Batting,Mumbai,Humid,1,1
95,67,2,4,0,1,0,157,195,53.02195783592887,52.72466827357051,Bowling,Mumbai,Humid,0,1
97,74,2,3,0,1,0,186,185,56.75418374848405,65.49259146802999,Batting,Mumbai,Humid,0,1
99,76,4,3,0,1,0,156,186,64.49361566801674,49.35935204943695,Batting,Delhi,Humid,1,1
79,82,2,4,1,1,1,169,154,46.65985135056927,64.52396033532884,Batting,Pune,Humid,1,0
94,83,2,1,0,0,1,149,176,50.286062185822445,43.668185581640486,Bowling,Delhi,Clear,0,1
84,78,3,3,0,1,0,174,155,63.199260105927905,45.483656000946986,Bowling,Mumbai,Humid,1,1
94,64,4,4,1,1,1,197,144,57.113737458635825,68.52524998515204,Bowling,Mumbai,Humid,0,1
84,91,2,1,0,1,1,160,141,42.772687507152106,65.27342472423123,Bowling,Mumbai,Clear,1,0
88,60,1,4,1,1,1,155,191,52.90557600335539,51.63696704369219,Bowling,Mumbai,Humid,0,1
77,82,0,4,1,0,0,145,167,57.59899938919049,59.15369346151088,Batting,Mumbai,Humid,0,0
77,96,3,3,1,1,1,142,196,67.28551949335159,68.28910568292868,Bowling,Pune,Humid,1,0
61,67,2,1,0,1,1,180,180,45.65464149815916,46.35576708592253,Batting,Delhi,Clear,1,0
94,72,1,3,0,1,0,182,193,64.17858905132448,41.77031410669002,Bowling,Delhi,Humid,0,1
75,67,2,0,1,1,1,160,166,43.918734492297745,56.124041935159156,Bowling,Pune,Humid,0,1
95,82,2,0,1,1,0,152,170,47.267069802274214,44.277906359907796,Bowling,Pune,Humid,0,1
92,60,4,1,1,1,1,157,180,47.30031650470369,45.619572781341255,Batting,Pune,Humid,0,1
63,83,4,4,1,0,0,197,175,66.32437587726497,66.74617569194739,Bowling,Delhi,Clear,1,0
92,94,4,3,1,1,0,193,186,45.97053076044961,40.22210375934674,Batting,Delhi,Humid,1,1
73,83,1,3,1,0,1,199,182,63.60882180956227,64.50460079391605,Bowling,Mumbai,Clear,1,0
80,76,2,1,0,0,1,163,140,53.854196020588596,55.508523290068226,Batting,Delhi,Humid,0,1
79,64,0,1,1,1,0,166,189,69.97272303391932,56.77883162935901,Batting,Delhi,Humid,1,1
67,79,3,0,1,0,0,193,168,65.17274495956316,60.15303881369087,Batting,Pune,Humid,0,1
